epoch(ms),Gyr1 X (deg/s),Gyr1 Y (deg/s),Gyr1 Z (deg/s),Acc1 X (g),Acc1 Y (g),Acc1 Z (g),Gyr2 X (deg/s),Gyr2 Y (deg/s),Gyr2 Z (deg/s),Acc2 X (g),Acc2 Y (g),Acc2 Z (g),Gyr3 X (deg/s),Gyr3 Y (deg/s),Gyr3 Z (deg/s),Acc3 X (g),Acc3 Y (g),Acc3 Z (g),Gyr4 X (deg/s),Gyr4 Y (deg/s),Gyr4 Z (deg/s),Acc4 X (g),Acc4 Y (g),Acc4 Z (g),Gyr5 X (deg/s),Gyr5 Y (deg/s),Gyr5 Z (deg/s),Acc5 X (g),Acc5 Y (g),Acc5 Z (g),Gyr6 X (deg/s),Gyr6 Y (deg/s),Gyr6 Z (deg/s),Acc6 X (g),Acc6 Y (g),Acc6 Z (g),Gyr7 X (deg/s),Gyr7 Y (deg/s),Gyr7 Z (deg/s),Acc7 X (g),Acc7 Y (g),Acc7 Z (g),Gyr8 X (deg/s),Gyr8 Y (deg/s),Gyr8 Z (deg/s),Acc8 X (g),Acc8 Y (g),Acc8 Z (g),Gyr9 X (deg/s),Gyr9 Y (deg/s),Gyr9 Z (deg/s),Acc9 X (g),Acc9 Y (g),Acc9 Z (g),Gyr10 X (deg/s),Gyr10 Y (deg/s),Gyr10 Z (deg/s),Acc10 X (g),Acc10 Y (g),Acc10 Z (g),Position X,Position Y,Position Z,Last8epoch,
1561093263590,-1.585,-0.366,-0.366,0.073,1.023,0.106,0.61,-0.122,-1.4935,0.00788888888888889,-0.978111111111111,-0.013666666666666667,-0.2867,0.366,0.29279999999999995,-0.1307,0.9427,-0.0417,0.8472222222222223,-0.7387777777777778,0.183,-0.07822222222222222,0.98,-0.12522222222222223,1.7314,-1.1224,-0.8052,-0.11660000000000001,0.9026000000000001,0.0178,-0.16944444444444445,-0.5557777777777778,-0.244,-0.04444444444444444,-1.0047777777777778,-0.14622222222222223,-0.1098,-0.488,0.13419999999999999,0.0218,0.9516,-0.1128,-0.3233,3.3174,0.5307000000000001,0.07179999999999999,-0.957,-0.178,-0.305,-0.4575,-0.4941,0.00019999999999999998,-1.0176,-0.1226,0.5795,-0.8357,-0.1769,0.0935,1.0028,-0.0809,-0.5742333,0.05574048,-0.4455866,93263590,
1561093263599,-1.037,-0.61,-0.366,0.073,1.023,0.106,0.5151111111111111,0.18977777777777777,-1.646,0.0075,-0.9824999999999999,-0.011,-0.4514,0.024399999999999977,0.2562,-0.131,0.9447777777777777,-0.04466666666666667,1.2558,-1.1826,0.2318,-0.0772,0.9823999999999999,-0.1266,1.9388,-1.2017,-0.7503,-0.116,0.9013,0.0201,-0.14029999999999998,-0.1891,-0.1159,-0.045399999999999996,-1.0015,-0.1509,-0.08318181818181819,-0.4491818181818182,0.1996363636363636,0.02518181818181818,0.9529090909090908,-0.11236363636363636,-0.061,3.3662,0.4026,0.06860000000000001,-0.957,-0.1804,-0.854,-0.732,-0.549,-0.007,-1.014,-0.128,0.305,-1.22,-0.122,0.098,1.001,-0.08,-0.5742417666666666,0.05574473111111111,-0.44558974444444444,93263599,
1561093263609,-0.366,-0.915,-0.549,0.074,1.025,0.107,0.6100000000000001,0.5795,-1.524,0.01,-0.986,-0.012,-0.6506666666666667,-0.3321111111111111,0.2982222222222222,-0.131,0.9468,-0.0477,1.6071818181818183,-1.8123636363636364,0.15527272727272728,-0.07409090909090908,0.9873636363636363,-0.12845454545454546,2.1828,-1.3474,-0.7747,-0.1174,0.9045000000000001,0.0196,-0.08318181818181819,0.09427272727272726,0.05545454545454545,-0.046636363636363636,-1.0012727272727273,-0.15109090909090908,-0.061,-0.3538,0.2074,0.0264,0.954,-0.1096,-0.09759999999999999,2.622,0.07319999999999999,0.0688,-0.9546,-0.185,-1.28,-1.159,-0.549,-0.006,-1.015,-0.134,-0.19409090909090904,-1.5518181818181818,-0.122,0.098,1.001,-0.08,-0.57425235,0.055750045,-0.445593675,93263609,
1561093263620,0.061,-1.037,-0.549,0.076,1.027,0.111,0.6377272727272727,0.9649090909090909,-1.3027272727272727,0.011454545454545455,-0.9827272727272727,-0.011909090909090909,-0.732,-0.671,0.305,-0.131,0.948,-0.049,1.6094,-2.7439999999999998,0.122,-0.0698,0.9922,-0.1322,2.477818181818182,-1.3576363636363635,-0.9260909090909091,-0.11654545454545455,0.9081818181818182,0.01827272727272727,-0.018299999999999997,0.3111,0.036599999999999994,-0.051199999999999996,-1.0027,-0.15,-0.15588888888888888,-0.305,0.183,0.02677777777777778,0.9547777777777777,-0.11188888888888888,-0.244,1.402,-0.183,0.072,-0.956,-0.185,-0.7076,-0.8173999999999999,-0.2806,0.0002000000000000001,-1.0202,-0.1286,-0.488,-1.89,-0.061,0.099,1.003,-0.074,-0.5742639916666666,0.05575589027777778,-0.4455979986111111,93263620,
1561093263630,0.427,-0.732,-0.61,0.072,1.027,0.108,0.5185,1.3415,-1.159,0.0085,-0.979,-0.0115,-0.549,-0.976,0.427,-0.13,0.946,-0.049,1.341,-3.1710000000000003,0.5124,-0.0658,0.9938,-0.13140000000000002,3.1161000000000003,-1.1709,-0.9333,-0.116,0.9097000000000001,0.0201,-0.0427,0.28059999999999996,0.0427,-0.0537,-1.0037,-0.1493,-0.13419999999999999,-0.2074,0.2318,0.023799999999999998,0.955,-0.11220000000000001,-0.183,0.793,-0.122,0.071,-0.957,-0.183,-0.08872727272727272,0.2826363636363637,-0.5157272727272727,0.007363636363636364,-1.0206363636363636,-0.12209090909090908,-0.61,-2.012,0.0,0.102,1.006,-0.071,-0.574274575,0.05576120416666667,-0.44560192916666663,93263630,
1561093263640,0.732,-0.183,-0.488,0.074,1.025,0.105,0.5185,1.6155,-1.1285,0.0045000000000000005,-0.979,-0.0155,-0.4380909090909091,-1.0314545454545454,0.48245454545454547,-0.13,0.9478181818181818,-0.04172727272727273,0.988,-2.8416,0.9028,-0.0634,0.9916,-0.1262,4.3354,-0.8418,-1.1285,-0.1153,0.91,0.0133,-0.061,0.1586,-0.024400000000000005,-0.0526,-1.004,-0.149,-0.122,-0.13419999999999999,0.19519999999999998,0.023,0.955,-0.11120000000000001,-0.016636363636363616,0.7375454545454545,-0.122,0.06736363636363636,-0.957,-0.18209090909090908,0.06709999999999999,1.3837000000000002,-0.9211,0.0179,-1.0191999999999999,-0.1177,-0.549,-2.134,0.0,0.106,1.007,-0.069,-0.5742851583333334,0.055766518055555554,-0.4456058597222222,93263640,
1561093263649,0.61,0.183,-0.305,0.075,1.025,0.104,0.61,1.6338000000000001,-1.2806,0.0014,-0.9792,-0.0206,-0.3782,-0.8418,0.488,-0.1316,0.944,-0.041,0.6432727272727272,-2.045272727272727,1.1312727272727272,-0.06363636363636364,0.9859090909090908,-0.12563636363636363,5.0122,-0.6222,-1.1101999999999999,-0.1144,0.9118,0.004,-0.027727272727272725,0.08872727272727272,-0.12754545454545455,-0.05418181818181818,-1.004,-0.149,-0.122,-0.2074,0.26839999999999997,0.0237,0.9542999999999999,-0.1096,0.0,0.6832,-0.1708,0.0638,-0.9553999999999999,-0.182,0.122,2.317,-0.976,0.017,-1.021,-0.115,-0.4491818181818182,-2.2338181818181817,0.0,0.10518181818181818,1.007,-0.06572727272727273,-0.5742946833333333,0.055771300555555556,-0.4456093972222222,93263649,
1561093263659,0.549,0.305,-0.366,0.075,1.027,0.104,0.61,1.3247272727272728,-1.4851818181818182,-0.0017272727272727275,-0.9776363636363636,-0.022272727272727274,-0.4148,-0.5978000000000001,0.39039999999999997,-0.13040000000000002,0.9413999999999999,-0.041800000000000004,0.35075,-0.91475,1.17425,-0.06325,0.98,-0.1245,5.814636363636364,-0.8151818181818181,-0.9039090909090909,-0.116,0.9103333333333333,0.007333333333333334,-0.0305,-0.061,-0.2135,-0.055,-1.0030000000000001,-0.149,-0.1608181818181818,-0.3216363636363636,0.305,0.02590909090909091,0.9533636363636363,-0.11027272727272727,0.0,0.4758,-0.2318,0.061399999999999996,-0.9558,-0.182,0.488,3.293,-0.549,0.01,-1.02,-0.118,-0.183,-2.1584,-0.048799999999999996,0.1042,1.003,-0.0658,-0.5743052666666667,0.05577661444444444,-0.44561332777777773,93263659,
1561093263669,0.305,0.122,-0.366,0.076,1.024,0.105,0.5734,0.9027999999999999,-1.524,-0.0033,-0.977,-0.0201,-0.5246000000000001,-0.4026,0.3172,-0.1332,0.9466,-0.042,0.3493636363636364,-0.4935454545454545,0.6266363636363637,-0.06372727272727273,0.9797272727272727,-0.12763636363636363,7.02725,-1.9132500000000001,-0.754875,-0.11420000000000001,0.9111,0.015899999999999997,-0.122,-0.244,-0.305,-0.0525,-1.0025,-0.149,-0.13724999999999998,-0.27449999999999997,0.35075,0.025500000000000002,0.95375,-0.11325,0.048799999999999996,0.28059999999999996,-0.19519999999999998,0.0626,-0.9568,-0.1828,0.854,3.841,0.0,-0.004999999999999999,-1.015,-0.121,0.024400000000000005,-1.5972,-0.1586,0.1064,1.0036,-0.0684,-0.5742904265306122,0.055773245034013604,-0.44563060476190475,93263669,
1561093263680,-0.061,-0.061,-0.427,0.077,1.024,0.105,0.4148,0.854,-1.4996,-0.0048000000000000004,-0.9773999999999999,-0.0168,-0.598909090909091,-0.5656363636363636,0.2051818181818182,-0.13481818181818184,0.9471818181818181,-0.04527272727272727,0.366,-0.7686,-0.012199999999999933,-0.0688,0.988,-0.1298,5.354636363636364,-3.370636363636364,-0.42145454545454547,-0.11081818181818182,0.9141818181818182,0.011454545454545453,-0.183,-0.26839999999999997,-0.366,-0.051,-1.0024,-0.1484,-0.0720909090909091,-0.2939090909090909,0.2661818181818182,0.025818181818181817,0.9548181818181818,-0.11154545454545454,0.122,-0.24399999999999994,-0.305,0.073,-0.955,-0.185,0.793,3.415,0.48800000000000004,-0.013000000000000001,-1.014,-0.125,0.122,-0.732,-0.244,0.107,1.004,-0.072,-0.5742554585034014,0.055763170929705216,-0.4456593968253968,93263680,
