epoch(ms),Gyr1 X (deg/s),Gyr1 Y (deg/s),Gyr1 Z (deg/s),Acc1 X (g),Acc1 Y (g),Acc1 Z (g),Gyr2 X (deg/s),Gyr2 Y (deg/s),Gyr2 Z (deg/s),Acc2 X (g),Acc2 Y (g),Acc2 Z (g),Gyr3 X (deg/s),Gyr3 Y (deg/s),Gyr3 Z (deg/s),Acc3 X (g),Acc3 Y (g),Acc3 Z (g),Gyr4 X (deg/s),Gyr4 Y (deg/s),Gyr4 Z (deg/s),Acc4 X (g),Acc4 Y (g),Acc4 Z (g),Gyr5 X (deg/s),Gyr5 Y (deg/s),Gyr5 Z (deg/s),Acc5 X (g),Acc5 Y (g),Acc5 Z (g),Gyr6 X (deg/s),Gyr6 Y (deg/s),Gyr6 Z (deg/s),Acc6 X (g),Acc6 Y (g),Acc6 Z (g),Gyr7 X (deg/s),Gyr7 Y (deg/s),Gyr7 Z (deg/s),Acc7 X (g),Acc7 Y (g),Acc7 Z (g),Gyr8 X (deg/s),Gyr8 Y (deg/s),Gyr8 Z (deg/s),Acc8 X (g),Acc8 Y (g),Acc8 Z (g),Gyr9 X (deg/s),Gyr9 Y (deg/s),Gyr9 Z (deg/s),Acc9 X (g),Acc9 Y (g),Acc9 Z (g),Gyr10 X (deg/s),Gyr10 Y (deg/s),Gyr10 Z (deg/s),Acc10 X (g),Acc10 Y (g),Acc10 Z (g),Position X,Position Y,Position Z,Last8epoch,
1561091333019,0.122,0.915,-0.305,0.078,1.032,0.065,0.671,-0.732,-0.854,-0.045,1.017,-0.03,-0.366,0.17190909090909084,0.0499090909090909,0.003,-1.0396363636363637,0.002090909090909091,0.25755555555555554,-3.5844444444444443,0.06777777777777777,0.011666666666666665,-1.001,-0.10322222222222222,-1.341,-0.061,-0.305,-0.104,0.913,0.007,0.016636363636363637,-0.07763636363636364,-0.5711818181818182,0.039363636363636365,0.982,-0.10663636363636364,-0.016636363636363637,-0.183,0.3216363636363636,-0.012,-1.0272727272727271,-0.20945454545454545,0.24954545454545454,0.4380909090909091,-0.5600909090909092,0.03709090909090909,1.021,-0.11863636363636364,-0.2218181818181818,0.6044545454545455,-0.7430909090909091,-0.07381818181818182,0.9683636363636363,-0.12281818181818181,0.305,-0.9145,-0.183,0.07100000000000001,-0.972,-0.1345,-0.5829094826666666,0.0814367052,-0.2549161213333333,91333019,
1561091333029,0.122,1.159,-0.366,0.08,1.028,0.063,0.854,-0.549,-1.037,-0.044,1.017,-0.023,-0.5124,-0.6222000000000001,0.2074,0.0054,-1.0375999999999999,0.0058000000000000005,0.2928,-3.11,0.26839999999999997,0.0146,-0.9994,-0.1086,-1.28,0.244,-0.305,-0.103,0.911,0.007,-0.0427,0.0183,-0.61,0.04,0.982,-0.1066,0.0,-0.183,0.2196,-0.0106,-1.0277,-0.20859999999999998,-0.030500000000000027,0.427,-0.4941,0.0352,1.0191999999999999,-0.11989999999999999,-0.39649999999999996,0.42700000000000005,-0.42700000000000005,-0.0765,0.966,-0.122,-0.04436363636363638,0.14972727272727282,-0.03881818181818181,0.06954545454545455,-0.9729090909090908,-0.1332727272727273,-0.5829591893333333,0.08147489320000001,-0.2548491746666666,91333029,
1561091333040,0.122,1.22,-0.366,0.081,1.026,0.064,0.7381,0.1281,-1.1102,-0.0451,1.0138,-0.0231,-0.549,-1.2313,0.4087,0.011,-1.031,0.014,0.14029999999999998,-2.4939,0.14029999999999998,0.0096,-0.9936,-0.1136,-1.037,0.366,-0.244,-0.1,0.908,0.008,0.0,0.0366,-0.61,0.0396,0.982,-0.1088,-0.05422222222222222,-0.3456666666666667,0.12877777777777777,-0.011777777777777778,-1.028,-0.2071111111111111,-0.305,0.488,-0.61,0.034,1.019,-0.12,-0.366,-0.06099999999999994,-0.3863333333333333,-0.07200000000000001,0.9623333333333333,-0.11966666666666666,-0.122,1.189,0.061,0.07,-0.9755,-0.135,-0.5830138666666667,0.0815169,-0.2547755333333333,91333040,
1561091333050,0.183,0.854,-0.427,0.082,1.028,0.063,0.7708181818181818,0.7873636363636364,-1.2531818181818182,-0.04609090909090909,1.0127272727272727,-0.024363636363636365,-0.549,-1.037,0.61,0.013,-1.031,0.017,-0.07763636363636361,-2.3391818181818183,-0.12754545454545455,0.0032727272727272718,-0.9905454545454545,-0.114,-0.488,0.427,-0.305,-0.099,0.908,0.014,-0.024399999999999998,0.024399999999999998,-0.5856,0.037,0.9828,-0.1096,-0.11589999999999999,-0.366,0.122,-0.012,-1.0262,-0.207,-0.1159,0.4758,-0.6161,0.03,1.0182,-0.11879999999999999,-0.13419999999999999,-0.7137,-0.5550999999999999,-0.0651,0.9589,-0.118,0.0305,1.25,0.0915,0.0695,-0.977,-0.1345,-0.5830635733333334,0.081555088,-0.2547085866666667,91333050,
1561091333059,0.244,0.488,-0.671,0.08,1.03,0.061,0.5711818181818182,1.2856363636363635,-1.5518181818181818,-0.04690909090909091,1.0192727272727273,-0.027636363636363636,-0.549,-0.7076,0.6649,0.009399999999999999,-1.0346,0.0161,-0.1647,-2.2316,-0.183,-0.0036,-0.9893,-0.1175,-0.10370000000000001,0.31720000000000004,-0.3599,-0.0999,0.9107000000000001,0.014,-0.04066666666666667,0.04066666666666667,-0.5083333333333333,0.035,0.984,-0.10733333333333334,-0.0732,-0.4636,0.122,-0.012,-1.0276,-0.2102,-0.061,0.366,-0.671,0.03,1.02,-0.117,0.0854,-1.2438,-0.793,-0.0588,0.9598,-0.121,0.0366,0.9394,0.0732,0.0664,-0.975,-0.13620000000000002,-0.5831083093333334,0.0815894572,-0.25464833466666664,91333059,
1561091333069,0.122,0.244,-0.793,0.079,1.029,0.063,0.3843,1.1772,-1.9693,-0.0479,1.0245,-0.035199999999999995,-0.32939999999999997,-0.9455,0.671,0.0063,-1.0368,0.0142,0.1159,-1.5972,0.07319999999999999,-0.0053,-0.9924999999999999,-0.1169,0.10370000000000001,0.3599,-0.366,-0.1027,0.911,0.0104,0.02218181818181818,0.0,-0.3826363636363636,0.03736363636363636,0.9832727272727273,-0.10509090909090908,-0.061,-0.488,0.024400000000000005,-0.0096,-1.0272,-0.2118,0.122,0.183,-0.61,0.027,1.02,-0.12,0.5124,-1.3898,-1.2071999999999998,-0.053,0.9652,-0.1242,-0.02218181818181818,0.7264545454545455,-0.06654545454545455,0.064,-0.972,-0.13836363636363638,-0.583158016,0.0816276452,-0.254581388,91333069,
1561091333079,0.183,0.244,-0.915,0.079,1.029,0.062,0.20129999999999998,0.39039999999999997,-2.2865,-0.0435,1.0277,-0.0405,-0.00554545454545452,-1.0758181818181818,0.5711818181818182,0.015000000000000001,-1.0378181818181818,0.01972727272727273,0.671,-0.8198888888888889,0.4676666666666667,-0.0026666666666666666,-0.9971111111111111,-0.11833333333333333,0.3216363636363636,0.366,-0.4159090909090909,-0.10545454545454545,0.9085454545454545,0.010818181818181817,0.0427,0.05489999999999999,-0.3233,0.037399999999999996,0.9823,-0.1076,-0.016636363636363637,-0.3992727272727273,0.0,-0.010454545454545454,-1.027,-0.20981818181818182,0.06654545454545455,-0.03881818181818181,-0.61,0.02790909090909091,1.019090909090909,-0.11818181818181818,0.9316363636363637,-1.275,-1.7014545454545456,-0.048818181818181816,0.9729090909090908,-0.125,-0.006100000000000008,0.4087,-0.2013,0.0634,-0.972,-0.1381,-0.5832077226666667,0.08166583320000001,-0.25451444133333334,91333079,
1561091333089,0.061,0.549,-0.915,0.076,1.03,0.059,0.183,-0.46360000000000007,-2.4268,-0.0385,1.0226,-0.0419,0.2074,-0.12199999999999989,0.5002,0.022600000000000002,-1.0412000000000001,0.0202,1.1346,-0.427,0.9882000000000001,0.0012000000000000001,-0.9956,-0.11979999999999999,0.366,0.4202222222222222,-0.4812222222222222,-0.106,0.9106666666666667,0.0074444444444444445,-0.0183,0.16469999999999999,-0.3843,0.0366,0.983,-0.1087,0.053375,-0.312625,-0.053375,-0.011,-1.027875,-0.21075,0.061,-0.3355,-0.61,0.030699999999999998,1.0163,-0.11889999999999999,1.1285,-1.0065,-1.951,-0.049,0.9804999999999999,-0.1265,0.08133333333333334,-0.24399999999999997,-0.22366666666666665,0.063,-0.9733333333333333,-0.13533333333333333,-0.5832574293333332,0.0817040212,-0.25444749466666666,91333089,
1561091333100,0.0,0.732,-0.793,0.077,1.031,0.058,0.5711818181818181,-1.1035454545454546,-2.2726363636363636,-0.032545454545454544,1.0138181818181817,-0.03927272727272727,0.3538,1.2739999999999996,0.3233,0.0141,-1.0411,0.011899999999999999,1.22,-0.4159090909090909,1.4465454545454546,0.00609090909090909,-0.9941818181818182,-0.11918181818181818,-0.366,0.8539999999999999,-0.549,-0.107,0.91,0.01,-0.061,0.0732,-0.3782,0.038,0.9833999999999999,-0.108,0.061,-0.1940909090909091,-0.061,-0.008272727272727272,-1.027090909090909,-0.21009090909090908,0.061,-0.366,-0.488,0.029,1.019,-0.118,0.8662000000000001,-0.5002,-1.4026,-0.0528,0.9822,-0.1286,-0.0915,-0.732,-0.122,0.0695,-0.976,-0.1335,-0.5832698611764705,0.08169793011764706,-0.25441750823529413,91333100,
1561091333108,-0.122,0.732,-0.793,0.077,1.031,0.059,0.8662,-1.2017,-2.1279,-0.0292,1.0088,-0.0334,0.3233,1.4874,0.2196,0.010199999999999999,-1.0368,0.0068,0.8906000000000001,-0.3538,1.524,0.0088,-0.9964,-0.116,-0.7564,1.0004,-0.6466000000000001,-0.1086,0.9084,0.0124,-0.08318181818181818,0.0,-0.2828181818181818,0.037454545454545456,0.9843636363636363,-0.10818181818181818,0.018299999999999997,-0.14029999999999998,-0.018299999999999997,-0.0094,-1.0263,-0.20859999999999998,-0.036599999999999994,-0.26839999999999997,-0.488,0.02811111111111111,1.0207777777777778,-0.11444444444444445,0.4514,0.012199999999999989,-0.5978,-0.055600000000000004,0.977,-0.1274,-0.2013,-0.8906,-0.024399999999999998,0.0749,-0.9757,-0.1336,-0.583275830117647,0.08169000221176471,-0.2543988748235294,91333108,
